text,sentiment
"I was given this product for free to test out.  I’ve used this for one month and have seen an impact on how shiny my skin would look at the end of the day.  I would usually need blotting paper, but with this system it was able to go more low maintenance to control my oiliness. I have very oily skin so this is perfect for me.  The only reason I didn’t give it 5 stars is that I went to Las Vegas for one week and my skin need a lot more hydration.  So if your going to dryer climates keep this in mind.  However, if you have oily skin this is your holy grail item that will control your shine all day long.",1
"a very hydrating face wash, I always try to get this in the little Christmas duo set that comes out because I love it so much! My face is so clean and plump after every use I think this has made it to my top 3 favorite face washes ever!!",2
I received Dermalogica’s Daily Microfoliant for free. This product is very gentle and did not irritate my skin at all. It left my skin feeling very soft and smooth. Would definitely recommend this product.,2
It’s a great cream I love how it’s made from Greek yogurt would recommend just that it’s kind of pricey.,1
I use it day and night! My face always is hydrated and feeling soft now!,2
Glow Recipe’s new plum plump hyaluronic cream feels soft and creamy on application. My skin feels more hydrated and firm. This isn’t just in application but throughout my entire work day. My skin also overall glows more than my other products. My only issue with the product is that it took a while for the cream to absorb but it eventually does. It could be due to the serum ive use prior to application so I’m going to try changing up the order for this week.,2
"Very light on the skin, easy to feel and use. Love the product design and how it gives off a simplistic look and looks great on the counter as well!! Fan of the smell as well. Not too aggressive but nice.",1
"I use the Protini Polypeptide Moisturizer daily and it has dramatically improved my skin. My skin’s elasticity has improved, and all of my fine lines have disappeared! I had first been given a sample from my Allure box, that’s when I became hooked. I LOVE this product!",2
This product is amazing!! I have been struggling with serious hormonal breakouts after having my second child. I just turned 30 and never struggled with problematic skin until 6 months ago. Within 2 weeks of use this product has significantly lightened my pigmentation from the acne and is clearing my skin while brightening my overall complexion. Do not doubt purchasing!! You will have no regrets!!,2
"The Dermalogica daily microfoliant exfoliator is gentle but effective. The powder is fine and smooth, there is no scent. The exfoliator does not feel gritty or irritating like some scrubs, I have some sensitive areas around my nose that has broken capillaries and I love how gentle it feels. It has more texture than the Amore Pacific, I find the Dermalogica easier to use. It is helping to clear up the breakouts I have in my t-zone and my pores appear more refined, skin still feels comfortable no over drying that you may see with some exfoliating cleansers. Makeup applies much more smoothly. I would recommend even to the most sensitive.",1
